x,y,rho,ux,uy
0,0,1,0,0
0,1,1,0.0216312,0
0,2,1,0.041145,0
0,3,1,0.0566312,0
0,4,1,0.066574,0
0,5,1,0.07,0
0,6,1,0.066574,0
0,7,1,0.0566312,0
0,8,1,0.041145,0
0,9,1,0.0216312,0
0,10,1,8.57253e-18,0
0,11,1,-0.0216312,0
0,12,1,-0.041145,0
0,13,1,-0.0566312,0
0,14,1,-0.066574,0
0,15,1,-0.07,0
0,16,1,-0.066574,0
0,17,1,-0.0566312,0
0,18,1,-0.041145,0
0,19,1,-0.0216312,0
1,0,1,0,0
1,1,1,2.74383e-07,1.28735e-07
1,2,1,2.66051e-07,-1.2931e-07
1,3,1,2.49288e-07,1.2693e-07
1,4,1,2.25526e-07,-1.29436e-07
1,5,1,1.94535e-07,1.25877e-07
1,6,1,1.5792e-07,-1.29427e-07
1,7,1,1.16303e-07,1.2527e-07
1,8,1,7.12968e-08,-1.29426e-07
1,9,1,2.40315e-08,1.2503e-07
1,10,1,-2.39306e-08,-1.29363e-07
1,11,1,-7.11486e-08,1.25205e-07
1,12,1,-1.16282e-07,-1.29189e-07
1,13,1,-1.57757e-07,1.25821e-07
1,14,1,-1.9463e-07,-1.28889e-07
1,15,1,-2.25359e-07,1.26848e-07
1,16,1,-2.49502e-07,-1.28589e-07
1,17,1,-2.65816e-07,1.28063e-07
1,18,1,-2.74486e-07,-1.28878e-07
1,19,1,-0.0216312,0
2,0,1,0,0
2,1,1,-2.73406e-07,1.24991e-07
2,2,1,-2.64494e-07,-1.24945e-07
2,3,1,-2.48106e-07,1.23641e-07
2,4,1,-2.24426e-07,-1.24454e-07
2,5,1,-1.93676e-07,1.23536e-07
2,6,1,-1.57091e-07,-1.2362e-07
2,7,1,-1.15658e-07,1.23731e-07
2,8,1,-7.07731e-08,-1.23025e-07
2,9,1,-2.37228e-08,1.23931e-07
2,10,1,2.40234e-08,-1.22714e-07
2,11,1,7.10207e-08,1.2419e-07
2,12,1,1.15869e-07,-1.22608e-07
2,13,1,1.57143e-07,1.2459e-07
2,14,1,1.93712e-07,-1.22638e-07
2,15,1,2.24366e-07,1.25134e-07
2,16,1,2.48382e-07,-1.23023e-07
2,17,1,2.64874e-07,1.25125e-07
2,18,1,2.7314e-07,-1.24444e-07
2,19,1,-0.0216312,0
3,0,1,0,0
3,1,1,2.72928e-07,1.16788e-07
3,2,1,2.6524e-07,-1.16948e-07
3,3,1,2.48456e-07,1.16007e-07
3,4,1,2.24256e-07,-1.16638e-07
3,5,1,1.93497e-07,1.16146e-07
3,6,1,1.56982e-07,-1.1564e-07
3,7,1,1.15741e-07,1.16583e-07
3,8,1,7.09544e-08,-1.14881e-07
3,9,1,2.39861e-08,1.16954e-07
3,10,1,-2.37418e-08,-1.14464e-07
3,11,1,-7.07778e-08,1.1729e-07
3,12,1,-1.15691e-07,-1.14316e-07
3,13,1,-1.5712e-07,1.17678e-07
3,14,1,-1.93748e-07,-1.14371e-07
3,15,1,-2.24377e-07,1.1805e-07
3,16,1,-2.47949e-07,-1.14965e-07
3,17,1,-2.63894e-07,1.17808e-07
3,18,1,-2.72661e-07,-1.17119e-07
3,19,1,-0.0216312,0
4,0,1,0,0
4,1,1,-2.71813e-07,1.05979e-07
4,2,1,-2.62629e-07,-1.05786e-07
4,3,1,-2.46972e-07,1.0491e-07
4,4,1,-2.23685e-07,-1.05295e-07
4,5,1,-1.93282e-07,1.0506e-07
4,6,1,-1.56758e-07,-1.04377e-07
4,7,1,-1.15431e-07,1.05538e-07
4,8,1,-7.06126e-08,-1.03634e-07
4,9,1,-2.37011e-08,1.05937e-07
4,10,1,2.38876e-08,-1.03217e-07
4,11,1,7.07067e-08,1.06273e-07
4,12,1,1.15326e-07,-1.03069e-07
4,13,1,1.56423e-07,1.06617e-07
4,14,1,1.92807e-07,-1.03157e-07
4,15,1,2.23558e-07,1.06897e-07
4,16,1,2.47878e-07,-1.03819e-07
4,17,1,2.64812e-07,1.06378e-07
4,18,1,2.72288e-07,-1.05489e-07
4,19,1,-0.0216312,0
5,0,1,0,0
5,1,1,2.72161e-07,9.1216e-08
5,2,1,2.65106e-07,-9.11427e-08
5,3,1,2.48023e-07,9.06723e-08
5,4,1,2.23473e-07,-9.07955e-08
5,5,1,1.92632e-07,9.08189e-08
5,6,1,1.56235e-07,-8.99649e-08
5,7,1,1.15177e-07,9.124e-08
5,8,1,7.05952e-08,-8.93135e-08
5,9,1,2.38098e-08,9.15976e-08
5,10,1,-2.37571e-08,-8.89526e-08
5,11,1,-7.06602e-08,9.18834e-08
5,12,1,-1.15474e-07,-8.88431e-08
5,13,1,-1.56809e-07,9.21506e-08
5,14,1,-1.93296e-07,-8.89599e-08
5,15,1,-2.2362e-07,9.23076e-08
5,16,1,-2.46682e-07,-8.95852e-08
5,17,1,-2.62071e-07,9.19235e-08
5,18,1,-2.71314e-07,-9.13219e-08
5,19,1,-0.0216312,0
6,0,1,0,0
6,1,1,-2.70804e-07,7.42315e-08
6,2,1,-2.61248e-07,-7.39334e-08
