x,y,rho,ux,uy
0,0,1,0,0
0,1,1,0.0216312,0
0,2,1,0.041145,0
0,3,1,0.0566312,0
0,4,1,0.066574,0
0,5,1,0.07,0
0,6,1,0.066574,0
0,7,1,0.0566312,0
0,8,1,0.041145,0
0,9,1,0.0216312,0
0,10,1,8.57253e-18,0
0,11,1,-0.0216312,0
0,12,1,-0.041145,0
0,13,1,-0.0566312,0
0,14,1,-0.066574,0
0,15,1,-0.07,0
0,16,1,-0.066574,0
0,17,1,-0.0566312,0
0,18,1,-0.041145,0
0,19,1,-0.0216312,0
1,0,1,0,0
1,1,1.00114,0.000687614,0.000209039
1,2,1.00081,0.000756814,0.000354904
1,3,1.00054,0.000702402,0.000361224
1,4,1.00038,0.000613924,0.000328011
1,5,1.00028,0.000508345,0.000312223
1,6,1.00023,0.000390783,0.000270761
1,7,1.00023,0.000267006,0.000250778
1,8,1.00027,0.000139782,0.000207922
1,9,1.00034,1.7116e-05,0.000205474
1,10,1.00044,-9.77562e-05,0.000184026
1,11,1.00055,-0.000198126,0.000214455
1,12,1.00066,-0.000283472,0.000216477
1,13,1.00075,-0.000350842,0.000267519
1,14,1.00082,-0.000403712,0.000269913
1,15,1.00084,-0.000443234,0.000312573
1,16,1.00081,-0.000473215,0.000292912
1,17,1.00068,-0.000489948,0.000301668
1,18,1.00049,-0.000432877,0.00014199
1,19,1,-0.0216312,0
2,0,1,0,0
2,1,1.00088,-5.06626e-05,0.000299035
2,2,1.00069,0.00041305,0.000614966
2,3,1.00051,0.000555134,0.00070423
2,4,1.00038,0.000572774,0.000671488
2,5,1.00029,0.000564456,0.000623628
2,6,1.00025,0.000543015,0.000542977
2,7,1.00024,0.000498618,0.000483133
2,8,1.00028,0.000426287,0.000408522
2,9,1.00035,0.000326496,0.000388629
2,10,1.00044,0.000206712,0.000371225
2,11,1.00054,7.61208e-05,0.00042455
2,12,1.00065,-5.31822e-05,0.000466358
2,13,1.00074,-0.000171271,0.000561242
2,14,1.00081,-0.000269435,0.00060507
2,15,1.00084,-0.00034357,0.000670314
2,16,1.00083,-0.000380115,0.000634145
2,17,1.00077,-0.000313917,0.000542745
2,18,1.00068,-1.93524e-05,0.000221346
2,19,1,-0.0216312,0
3,0,1,0,0
3,1,1.00073,0.000977095,0.000252744
3,2,1.00062,0.00168,0.000564832
3,3,1.00048,0.00185329,0.00062322
3,4,1.00037,0.00176475,0.000550081
3,5,1.0003,0.00157651,0.000453244
3,6,1.00026,0.00133688,0.000322157
3,7,1.00026,0.00104912,0.000216796
3,8,1.00029,0.000716226,0.000111364
3,9,1.00035,0.000353421,7.57275e-05
3,10,1.00043,-1.52958e-05,6.45098e-05
3,11,1.00053,-0.000363641,0.000140652
3,12,1.00062,-0.000667755,0.000225038
3,13,1.00071,-0.00091107,0.000370763
3,14,1.00078,-0.00108677,0.000473422
3,15,1.00081,-0.00119126,0.000587221
3,16,1.00082,-0.00120116,0.000591284
3,17,1.00079,-0.00103804,0.000518054
3,18,1.00077,-0.000568865,0.000187834
3,19,1,-0.0216312,0
4,0,1,0,0
4,1,1.00063,0.000286722,0.000231421
4,2,1.00051,0.00132866,0.000421862
4,3,1.0004,0.00173778,0.000412425
4,4,1.00032,0.00179279,0.000274954
4,5,1.00026,0.00171178,0.000109977
4,6,1.00024,0.00155968,-7.83347e-05
4,7,1.00025,0.00133223,-0.000231373
4,8,1.00028,0.00102384,-0.000367637
4,9,1.00034,0.000648427,-0.000421217
4,10,1.00042,0.000235533,-0.000430166
4,11,1.00051,-0.000177169,-0.000338735
4,12,1.00061,-0.000552351,-0.000218505
4,13,1.00069,-0.000859493,-2.69828e-05
4,14,1.00076,-0.00107962,0.000139174
4,15,1.00081,-0.00119644,0.000321331
4,16,1.00083,-0.0011629,0.000399172
4,17,1.00082,-0.000864857,0.000392589
4,18,1.00079,-0.000199429,0.000177499
4,19,1,-0.0216312,0
5,0,1,0,0
5,1,1.00058,0.0012377,0.000158598
5,2,1.00049,0.00249075,0.000309765
5,3,1.00039,0.0029375,0.0002307
5,4,1.00032,0.00290426,4.04482e-05
5,5,1.00027,0.00266037,-0.000167456
5,6,1.00025,0.00230147,-0.000390488
5,7,1.00025,0.00183752,-0.000572359
5,8,1.00028,0.00127434,-0.000724617
5,9,1.00033,0.00064093,-0.000789585
5,10,1.00039,-1.49511e-05,-0.000797585
5,11,1.00047,-0.000638652,-0.000701874
5,12,1.00055,-0.00117966,-0.000563292
5,13,1.00062,-0.00160111,-0.000348857
5,14,1.00069,-0.0018838,-0.000142849
5,15,1.00073,-0.00201151,8.18225e-05
5,16,1.00075,-0.0019296,0.000225537
5,17,1.00074,-0.00151469,0.000293854
5,18,1.00071,-0.000671646,0.000118185
5,19,1,-0.0216312,0
6,0,1,0,0
6,1,1.00047,0.000709676,0.000151453
6,2,1.00037,0.00226009,0.00020278
6,3,1.0003,0.0029059,0.000107489
6,4,1.00025,0.00299822,-8.68797e-05
6,5,1.00021,0.00284678,-0.00030148
6,6,1.0002,0.00255687,-0.000521804
