x,y,rho,ux,uy
0,0,1,0,0
0,1,1,0.0216312,0
0,2,1,0.041145,0
0,3,1,0.0566312,0
0,4,1,0.066574,0
0,5,1,0.07,0
0,6,1,0.066574,0
0,7,1,0.0566312,0
0,8,1,0.041145,0
0,9,1,0.0216312,0
0,10,1,8.57253e-18,0
0,11,1,-0.0216312,0
0,12,1,-0.041145,0
0,13,1,-0.0566312,0
0,14,1,-0.066574,0
0,15,1,-0.07,0
0,16,1,-0.066574,0
0,17,1,-0.0566312,0
0,18,1,-0.041145,0
0,19,1,-0.0216312,0
1,0,1,0,0
1,1,1,2.85109e-06,1.36586e-06
1,2,1,2.87126e-06,-1.04486e-06
1,3,1,2.70661e-06,1.32102e-06
1,4,1,2.45364e-06,-1.17529e-06
1,5,1,2.13074e-06,1.221e-06
1,6,1,1.75806e-06,-1.22521e-06
1,7,1,1.34162e-06,1.18273e-06
1,8,1,8.97291e-07,-1.25379e-06
1,9,1,4.36594e-07,1.15153e-06
1,10,1,-2.48643e-08,-1.28117e-06
1,11,1,-4.73275e-07,1.12893e-06
1,12,1,-8.96276e-07,-1.29722e-06
1,13,1,-1.27954e-06,1.12434e-06
1,14,1,-1.61442e-06,-1.30187e-06
1,15,1,-1.88661e-06,1.11609e-06
1,16,1,-2.09671e-06,-1.3483e-06
1,17,1.00001,-2.25076e-06,1.04578e-06
1,18,1.00001,-2.4197e-06,-1.35033e-06
1,19,1,-0.0216312,0
2,0,1,0,0
2,1,1,-2.25235e-06,1.36605e-06
2,2,1,-1.7416e-06,-9.16203e-07
2,3,1,-1.50641e-06,1.36684e-06
2,4,1,-1.30308e-06,-1.08085e-06
2,5,1,-1.03069e-06,1.22903e-06
2,6,1,-6.82853e-07,-1.14114e-06
2,7,1,-2.78773e-07,1.20095e-06
2,8,1,1.56934e-07,-1.15677e-06
2,9,1,6.05511e-07,1.17793e-06
2,10,1,1.05069e-06,-1.18156e-06
2,11,1,1.47908e-06,1.1555e-06
2,12,1,1.88021e-06,-1.19692e-06
2,13,1,2.24731e-06,1.15163e-06
2,14,1,2.5808e-06,-1.20825e-06
2,15,1,2.87865e-06,1.11296e-06
2,16,1,3.11832e-06,-1.32087e-06
2,17,1.00001,3.20418e-06,9.62938e-07
2,18,1.00001,2.91386e-06,-1.33602e-06
2,19,1,-0.0216312,0
3,0,1,0,0
3,1,1,3.29961e-06,1.27084e-06
3,2,1,3.94173e-06,-8.67191e-07
3,3,1,3.89636e-06,1.2698e-06
3,4,1,3.57442e-06,-1.01963e-06
3,5,1,3.18045e-06,1.16218e-06
3,6,1,2.77128e-06,-1.04181e-06
3,7,1,2.34747e-06,1.17722e-06
3,8,1,1.90252e-06,-1.01486e-06
3,9,1,1.43916e-06,1.19385e-06
3,10,1,9.678e-07,-1.00525e-06
3,11,1,5.02904e-07,1.2005e-06
3,12,1,6.235e-08,-9.97282e-07
3,13,1,-3.30091e-07,1.21223e-06
3,14,1,-6.44113e-07,-1.00428e-06
3,15,1,-8.58003e-07,1.15956e-06
3,16,1,-1.00461e-06,-1.15378e-06
3,17,1,-1.25464e-06,9.49046e-07
3,18,1.00001,-1.97534e-06,-1.24787e-06
3,19,1,-0.0216312,0
4,0,1,0,0
4,1,1,-1.78529e-06,1.15082e-06
4,2,1,-7.01901e-07,-7.95227e-07
4,3,1,-3.63772e-07,1.13864e-06
4,4,1,-2.3842e-07,-9.23745e-07
4,5,1,-5.55707e-08,1.05642e-06
4,6,1,2.46216e-07,-9.23361e-07
4,7,1,6.36935e-07,1.09544e-06
4,8,1,1.07212e-06,-8.72099e-07
4,9,1,1.51818e-06,1.13657e-06
4,10,1,1.95405e-06,-8.40052e-07
4,11,1,2.36686e-06,1.16233e-06
4,12,1,2.75211e-06,-8.1786e-07
4,13,1,3.1184e-06,1.18106e-06
4,14,1,3.4869e-06,-8.26355e-07
4,15,1,3.8682e-06,1.11744e-06
4,16,1,4.19146e-06,-9.92957e-07
4,17,1,4.19097e-06,8.8251e-07
4,18,1,3.34996e-06,-1.11898e-06
4,19,1,-0.0216312,0
5,0,1,0,0
5,1,1,3.71818e-06,9.90349e-07
5,2,1,4.86706e-06,-6.82277e-07
5,3,1,4.90718e-06,9.88548e-07
5,4,1,4.50603e-06,-7.88611e-07
5,5,1,4.0265e-06,9.24515e-07
5,6,1,3.57358e-06,-7.80083e-07
5,7,1,3.13978e-06,9.67056e-07
5,8,1,2.69884e-06,-7.2615e-07
5,9,1,2.23947e-06,1.01229e-06
5,10,1,1.76645e-06,-6.89793e-07
5,11,1,1.29475e-06,1.04123e-06
5,12,1,8.48877e-07,-6.6704e-07
5,13,1,4.67515e-07,1.05658e-06
5,14,1,2.01905e-07,-6.80864e-07
5,15,1,8.2814e-08,9.88546e-07
5,16,1,2.94337e-08,-8.42081e-07
5,17,1,-2.92245e-07,7.69008e-07
5,18,1,-1.52116e-06,-9.68082e-07
5,19,1,-0.0216312,0
6,0,1,0,0
6,1,1,-1.39546e-06,8.09099e-07
6,2,1,1.21295e-07,-5.46733e-07
