x,y,rho,ux,uy
0,0,1,1.75101e-07,-1.97758e-16
0,1,1,1.75257e-07,-1.91843e-09
0,2,1,1.75707e-07,-3.64906e-09
0,3,1,1.76409e-07,-5.02251e-09
0,4,1,1.77294e-07,-5.90431e-09
0,5,1,1.78274e-07,-6.20816e-09
0,6,1,1.79255e-07,-5.90431e-09
0,7,1,1.80139e-07,-5.02251e-09
0,8,1,1.80841e-07,-3.64907e-09
0,9,1,1.81292e-07,-1.91843e-09
0,10,1,1.81447e-07,-5.20417e-17
0,11,1,1.81292e-07,1.91843e-09
0,12,1,1.80841e-07,3.64907e-09
0,13,1,1.80139e-07,5.02251e-09
0,14,1,1.79255e-07,5.90431e-09
0,15,1,1.78274e-07,6.20816e-09
0,16,1,1.77294e-07,5.90431e-09
0,17,1,1.76409e-07,5.02251e-09
0,18,1,1.75707e-07,3.64906e-09
0,19,1,1.75257e-07,1.91843e-09
1,0,1,1.66522e-07,-1.28369e-16
1,1,1,1.6667e-07,-1.61545e-09
1,2,1,1.67099e-07,-3.07277e-09
1,3,1,1.67766e-07,-4.22931e-09
1,4,1,1.68607e-07,-4.97185e-09
1,5,1,1.6954e-07,-5.22772e-09
1,6,1,1.70472e-07,-4.97185e-09
1,7,1,1.71314e-07,-4.22931e-09
1,8,1,1.71981e-07,-3.07277e-09
1,9,1,1.7241e-07,-1.61545e-09
1,10,1,1.72557e-07,-3.81639e-17
1,11,1,1.7241e-07,1.61545e-09
1,12,1,1.71981e-07,3.07277e-09
1,13,1,1.71314e-07,4.22931e-09
1,14,1,1.70472e-07,4.97185e-09
1,15,1,1.6954e-07,5.22772e-09
1,16,1,1.68607e-07,4.97185e-09
1,17,1,1.67766e-07,4.22931e-09
1,18,1,1.67099e-07,3.07277e-09
1,19,1,1.6667e-07,1.61545e-09
2,0,1,1.41646e-07,-4.51027e-17
2,1,1,1.41771e-07,-1.34213e-09
2,2,1,1.42136e-07,-2.55289e-09
2,3,1,1.42704e-07,-3.51375e-09
2,4,1,1.43419e-07,-4.13067e-09
2,5,1,1.44212e-07,-4.34324e-09
2,6,1,1.45006e-07,-4.13067e-09
2,7,1,1.45721e-07,-3.51376e-09
2,8,1,1.46289e-07,-2.55289e-09
2,9,1,1.46654e-07,-1.34214e-09
2,10,1,1.46779e-07,1.04083e-17
2,11,1,1.46654e-07,1.34214e-09
2,12,1,1.46289e-07,2.55289e-09
2,13,1,1.45721e-07,3.51376e-09
2,14,1,1.45006e-07,4.13067e-09
2,15,1,1.44212e-07,4.34324e-09
2,16,1,1.43419e-07,4.13067e-09
2,17,1,1.42704e-07,3.51375e-09
2,18,1,1.42136e-07,2.55289e-09
2,19,1,1.41771e-07,1.34213e-09
3,0,1,1.02908e-07,-7.97971e-17
3,1,1,1.02999e-07,-1.12523e-09
3,2,1,1.03264e-07,-2.14031e-09
3,3,1,1.03676e-07,-2.94588e-09
3,4,1,1.04196e-07,-3.4631e-09
3,5,1,1.04773e-07,-3.64131e-09
3,6,1,1.05349e-07,-3.4631e-09
3,7,1,1.05869e-07,-2.94589e-09
3,8,1,1.06281e-07,-2.14031e-09
3,9,1,1.06546e-07,-1.12523e-09
3,10,1,1.06637e-07,1.73472e-17
3,11,1,1.06546e-07,1.12523e-09
3,12,1,1.06281e-07,2.14031e-09
3,13,1,1.05869e-07,2.94589e-09
3,14,1,1.05349e-07,3.4631e-09
3,15,1,1.04773e-07,3.64131e-09
3,16,1,1.04196e-07,3.4631e-09
3,17,1,1.03676e-07,2.94588e-09
3,18,1,1.03264e-07,2.14031e-09
3,19,1,1.02999e-07,1.12523e-09
4,0,1,5.41004e-08,-5.20416e-17
4,1,1,5.41484e-08,-9.85965e-10
4,2,1,5.42876e-08,-1.87542e-09
4,3,1,5.45046e-08,-2.58129e-09
4,4,1,5.47779e-08,-3.03449e-09
4,5,1,5.50808e-08,-3.19065e-09
4,6,1,5.53838e-08,-3.03449e-09
4,7,1,5.56571e-08,-2.58129e-09
4,8,1,5.5874e-08,-1.87542e-09
4,9,1,5.60133e-08,-9.85965e-10
4,10,1,5.60613e-08,6.59193e-17
4,11,1,5.60133e-08,9.85965e-10
4,12,1,5.5874e-08,1.87542e-09
4,13,1,5.56571e-08,2.58129e-09
4,14,1,5.53838e-08,3.03449e-09
4,15,1,5.50808e-08,3.19065e-09
