x,y,rho,ux,uy
0,0,1,0,0
0,1,1,0.0216312,0
0,2,1,0.041145,0
0,3,1,0.0566312,0
0,4,1,0.066574,0
0,5,1,0.07,0
0,6,1,0.066574,0
0,7,1,0.0566312,0
0,8,1,0.041145,0
0,9,1,0.0216312,0
0,10,1,8.57253e-18,0
0,11,1,-0.0216312,0
0,12,1,-0.041145,0
0,13,1,-0.0566312,0
0,14,1,-0.066574,0
0,15,1,-0.07,0
0,16,1,-0.066574,0
0,17,1,-0.0566312,0
0,18,1,-0.041145,0
0,19,1,-0.0216312,0
1,0,1,0,0
1,1,0.999897,1.36728e-05,2.58759e-06
1,2,0.9999,1.17255e-05,-4.16371e-06
1,3,0.999903,1.00773e-05,3.294e-06
1,4,0.999905,7.98774e-06,-3.95629e-06
1,5,0.999907,5.37786e-06,2.27153e-06
1,6,0.99991,2.46381e-06,-5.54311e-06
1,7,0.999912,-5.16134e-07,6.91772e-07
1,8,0.999915,-3.35511e-06,-6.74705e-06
1,9,0.999917,-5.8791e-06,4.11947e-08
1,10,0.999919,-7.98053e-06,-6.82095e-06
1,11,0.99992,-9.5811e-06,5.43067e-07
1,12,0.999921,-1.06902e-05,-5.88834e-06
1,13,0.999922,-1.13409e-05,1.81941e-06
1,14,0.999921,-1.16687e-05,-4.43437e-06
1,15,0.99992,-1.17934e-05,3.55215e-06
1,16,0.999918,-1.18202e-05,-2.28822e-06
1,17,0.999915,-1.16101e-05,6.11282e-06
1,18,0.99991,-1.00313e-05,-1.53333e-06
1,19,1,-0.0216312,0
2,0,1,0,0
2,1,0.9999,-1.93962e-05,2.62064e-06
2,2,0.999903,-2.18925e-05,-3.53493e-06
2,3,0.999906,-1.97266e-05,4.07728e-06
2,4,0.999908,-1.67573e-05,-3.38989e-06
2,5,0.999911,-1.40231e-05,1.48435e-06
2,6,0.999913,-1.16913e-05,-7.50318e-06
2,7,0.999915,-9.70834e-06,-2.77295e-06
2,8,0.999917,-8.0557e-06,-1.09896e-05
2,9,0.999919,-6.76284e-06,-5.01007e-06
2,10,0.999921,-5.84477e-06,-1.18371e-05
2,11,0.999922,-5.28153e-06,-4.49105e-06
2,12,0.999923,-5.01375e-06,-1.02092e-05
2,13,0.999923,-5.01712e-06,-2.00234e-06
2,14,0.999923,-5.31971e-06,-7.12166e-06
2,15,0.999922,-5.97165e-06,1.80219e-06
2,16,0.99992,-6.59995e-06,-2.50922e-06
2,17,0.999917,-5.53482e-06,6.58673e-06
2,18,0.999914,1.01184e-06,-9.30898e-07
2,19,1,-0.0216312,0
3,0,1,0,0
3,1,0.999907,6.75157e-06,2.21948e-06
3,2,0.99991,6.57312e-08,-3.13211e-06
3,3,0.999913,1.92633e-07,3.88157e-06
3,4,0.999915,4.1428e-07,-3.6476e-06
3,5,0.999917,-1.23588e-06,3.13634e-08
3,6,0.999919,-4.51973e-06,-9.46132e-06
3,7,0.999921,-8.69807e-06,-6.05844e-06
3,8,0.999923,-1.31458e-05,-1.46092e-05
3,9,0.999925,-1.74242e-05,-9.59056e-06
3,10,0.999926,-2.12201e-05,-1.62839e-05
3,11,0.999927,-2.43068e-05,-9.41033e-06
3,12,0.999927,-2.65767e-05,-1.45282e-05
3,13,0.999927,-2.81377e-05,-6.38267e-06
3,14,0.999927,-2.93563e-05,-1.05312e-05
3,15,0.999926,-3.06089e-05,-1.35352e-06
3,16,0.999924,-3.14302e-05,-4.37895e-06
3,17,0.999922,-2.90588e-05,5.2216e-06
3,18,0.999919,-1.73545e-05,-1.23504e-06
3,19,1,-0.0216312,0
4,0,1,0,0
4,1,0.999917,-2.52548e-05,2.11295e-06
4,2,0.99992,-3.22979e-05,-3.49819e-06
4,3,0.999922,-2.77036e-05,2.40984e-06
4,4,0.999924,-2.1682e-05,-4.96965e-06
4,5,0.999926,-1.76209e-05,-2.39279e-06
4,6,0.999928,-1.5689e-05,-1.17323e-05
4,7,0.999929,-1.5248e-05,-9.38526e-06
4,8,0.999931,-1.57396e-05,-1.76915e-05
4,9,0.999932,-1.68131e-05,-1.35605e-05
4,10,0.999933,-1.82099e-05,-1.97731e-05
4,11,0.999934,-1.96844e-05,-1.35195e-05
4,12,0.999934,-2.10597e-05,-1.78597e-05
4,13,0.999934,-2.23741e-05,-1.00349e-05
4,14,0.999933,-2.39619e-05,-1.30968e-05
4,15,0.999932,-2.60864e-05,-3.96353e-06
4,16,0.999931,-2.76909e-05,-5.76876e-06
4,17,0.999928,-2.43477e-05,3.74488e-06
4,18,0.999926,-7.61256e-06,-1.07543e-06
4,19,1,-0.0216312,0
5,0,1,0,0
5,1,0.999931,1.48276e-07,1.33671e-06
5,2,0.999933,-1.02638e-05,-3.62938e-06
5,3,0.999935,-7.44416e-06,7.25959e-07
5,4,0.999936,-3.95407e-06,-6.30632e-06
5,5,0.999938,-3.97281e-06,-4.66807e-06
5,6,0.999939,-7.38231e-06,-1.32781e-05
5,7,0.99994,-1.29108e-05,-1.17408e-05
5,8,0.999941,-1.93933e-05,-1.92596e-05
