x,y,rho,ux,uy
0,0,1,0,0
0,1,1,0.0216312,0
0,2,1,0.041145,0
0,3,1,0.0566312,0
0,4,1,0.066574,0
0,5,1,0.07,0
0,6,1,0.066574,0
0,7,1,0.0566312,0
0,8,1,0.041145,0
0,9,1,0.0216312,0
0,10,1,8.57253e-18,0
0,11,1,-0.0216312,0
0,12,1,-0.041145,0
0,13,1,-0.0566312,0
0,14,1,-0.066574,0
0,15,1,-0.07,0
0,16,1,-0.066574,0
0,17,1,-0.0566312,0
0,18,1,-0.041145,0
0,19,1,-0.0216312,0
1,0,1,0,0
1,1,1,6.07531e-10,2.85149e-10
1,2,1,5.88965e-10,-2.86102e-10
1,3,1,5.51889e-10,2.81505e-10
1,4,1,4.99293e-10,-2.86459e-10
1,5,1,4.30662e-10,2.78757e-10
1,6,1,3.49567e-10,-2.86945e-10
1,7,1,2.57398e-10,2.76964e-10
1,8,1,1.57733e-10,-2.87293e-10
1,9,1,5.3075e-11,2.76168e-10
1,10,1,-5.31187e-11,-2.87352e-10
1,11,1,-1.57657e-10,2.76405e-10
1,12,1,-2.5757e-10,-2.8709e-10
1,13,1,-3.49377e-10,2.77648e-10
1,14,1,-4.3099e-10,-2.86564e-10
1,15,1,-4.99008e-10,2.79789e-10
1,16,1,-5.52464e-10,-2.85925e-10
1,17,1,-5.88614e-10,2.82768e-10
1,18,1,-6.07819e-10,-2.85762e-10
1,19,1,-0.0216312,0
2,0,1,0,0
2,1,1,-6.06285e-10,2.76958e-10
2,2,1,-5.86858e-10,-2.76014e-10
2,3,1,-5.50131e-10,2.74774e-10
2,4,1,-4.97392e-10,-2.75059e-10
2,5,1,-4.29222e-10,2.73566e-10
2,6,1,-3.48241e-10,-2.74489e-10
2,7,1,-2.5653e-10,2.72792e-10
2,8,1,-1.57135e-10,-2.7417e-10
2,9,1,-5.28976e-11,2.72446e-10
2,10,1,5.29213e-11,-2.74095e-10
2,11,1,1.5712e-10,2.7254e-10
2,12,1,2.566e-10,-2.74256e-10
2,13,1,3.48194e-10,2.73066e-10
2,14,1,4.29353e-10,-2.74669e-10
2,15,1,4.97301e-10,2.74029e-10
2,16,1,5.50323e-10,-2.75336e-10
2,17,1,5.86452e-10,2.7515e-10
2,18,1,6.04719e-10,-2.76211e-10
2,19,1,-0.0216312,0
3,0,1,0,0
3,1,1,6.02931e-10,2.58774e-10
3,2,1,5.85402e-10,-2.58267e-10
3,3,1,5.49258e-10,2.57959e-10
3,4,1,4.96426e-10,-2.57684e-10
3,5,1,4.28532e-10,2.57149e-10
3,6,1,3.47587e-10,-2.57024e-10
3,7,1,2.56115e-10,2.56587e-10
3,8,1,1.56841e-10,-2.56658e-10
3,9,1,5.28137e-11,2.56343e-10
3,10,1,-5.2824e-11,-2.5658e-10
3,11,1,-1.5686e-10,2.56417e-10
3,12,1,-2.56123e-10,-2.56794e-10
3,13,1,-3.47621e-10,2.56814e-10
3,14,1,-4.28546e-10,-2.57293e-10
3,15,1,-4.96477e-10,2.57502e-10
3,16,1,-5.49324e-10,-2.58101e-10
3,17,1,-5.85665e-10,2.58672e-10
3,18,1,-6.05007e-10,-2.59997e-10
3,19,1,-0.0216312,0
4,0,1,0,0
4,1,1,-6.04277e-10,2.34779e-10
4,2,1,-5.84688e-10,-2.33726e-10
4,3,1,-5.48403e-10,2.33154e-10
4,4,1,-4.95565e-10,-2.32758e-10
4,5,1,-4.27804e-10,2.32441e-10
4,6,1,-3.46994e-10,-2.32211e-10
4,7,1,-2.55679e-10,2.31993e-10
4,8,1,-1.56574e-10,-2.31886e-10
4,9,1,-5.27237e-11,2.31794e-10
4,10,1,5.2734e-11,-2.31822e-10
4,11,1,1.56593e-10,2.31864e-10
4,12,1,2.55685e-10,-2.32025e-10
4,13,1,3.47028e-10,2.32206e-10
4,14,1,4.27805e-10,-2.32505e-10
4,15,1,4.95609e-10,2.32847e-10
4,16,1,5.48319e-10,-2.33264e-10
4,17,1,5.84205e-10,2.33532e-10
4,18,1,6.01145e-10,-2.34173e-10
4,19,1,-0.0216312,0
5,0,1,0,0
5,1,1,5.99891e-10,2.02032e-10
5,2,1,5.83279e-10,-2.01519e-10
5,3,1,5.47537e-10,2.01291e-10
5,4,1,4.94871e-10,-2.00962e-10
5,5,1,4.27191e-10,2.00661e-10
5,6,1,3.4652e-10,-2.00436e-10
5,7,1,2.55318e-10,2.00264e-10
5,8,1,1.56361e-10,-2.00161e-10
5,9,1,5.26506e-11,2.00101e-10
5,10,1,-5.26593e-11,-2.00111e-10
5,11,1,-1.5637e-10,2.00165e-10
5,12,1,-2.5533e-10,-2.0029e-10
5,13,1,-3.46534e-10,2.0046e-10
5,14,1,-4.27205e-10,-2.00693e-10
5,15,1,-4.949e-10,2.00961e-10
5,16,1,-5.47603e-10,-2.01322e-10
5,17,1,-5.83796e-10,2.01798e-10
5,18,1,-6.03558e-10,-2.02729e-10
5,19,1,-0.0216312,0
6,0,1,0,0
6,1,1,-6.03132e-10,1.64367e-10
6,2,1,-5.83148e-10,-1.63626e-10
