x,y,rho,ux,uy
0,0,1,0,0
0,1,1,0.0216312,0
0,2,1,0.041145,0
0,3,1,0.0566312,0
0,4,1,0.066574,0
0,5,1,0.07,0
0,6,1,0.066574,0
0,7,1,0.0566312,0
0,8,1,0.041145,0
0,9,1,0.0216312,0
0,10,1,8.57253e-18,0
0,11,1,-0.0216312,0
0,12,1,-0.041145,0
0,13,1,-0.0566312,0
0,14,1,-0.066574,0
0,15,1,-0.07,0
0,16,1,-0.066574,0
0,17,1,-0.0566312,0
0,18,1,-0.041145,0
0,19,1,-0.0216312,0
1,0,1,0,0
1,1,1,1.6422e-09,7.7078e-10
1,2,1,1.59202e-09,-7.73357e-10
1,3,1,1.4918e-09,7.6093e-10
1,4,1,1.34963e-09,-7.74321e-10
1,5,1,1.16411e-09,7.53503e-10
1,6,1,9.44908e-10,-7.75634e-10
1,7,1,6.95767e-10,7.48657e-10
1,8,1,4.26365e-10,-7.76575e-10
1,9,1,1.43466e-10,7.46505e-10
1,10,1,-1.43584e-10,-7.76734e-10
1,11,1,-4.2616e-10,7.47144e-10
1,12,1,-6.96233e-10,-7.76026e-10
1,13,1,-9.44395e-10,7.50504e-10
1,14,1,-1.165e-09,-7.74604e-10
1,15,1,-1.34886e-09,7.56293e-10
1,16,1,-1.49335e-09,-7.72877e-10
1,17,1,-1.59107e-09,7.64344e-10
1,18,1,-1.64298e-09,-7.72437e-10
1,19,1,-0.0216312,0
2,0,1,0,0
2,1,1,-1.63884e-09,7.48639e-10
2,2,1,-1.58632e-09,-7.46087e-10
2,3,1,-1.48705e-09,7.42734e-10
2,4,1,-1.34449e-09,-7.43508e-10
2,5,1,-1.16022e-09,7.39469e-10
2,6,1,-9.41324e-10,-7.41966e-10
2,7,1,-6.93424e-10,7.37378e-10
2,8,1,-4.24749e-10,-7.41102e-10
2,9,1,-1.42988e-10,7.36446e-10
2,10,1,1.43049e-10,-7.40899e-10
2,11,1,4.24707e-10,7.36699e-10
2,12,1,6.93608e-10,-7.41334e-10
2,13,1,9.41193e-10,7.38121e-10
2,14,1,1.16057e-09,-7.42449e-10
2,15,1,1.34424e-09,7.40723e-10
2,16,1,1.48756e-09,-7.44252e-10
2,17,1,1.58523e-09,7.43752e-10
2,18,1,1.6346e-09,-7.46619e-10
2,19,1,-0.0216312,0
3,0,1,0,0
3,1,1,1.62977e-09,6.99486e-10
3,2,1,1.58239e-09,-6.98116e-10
3,3,1,1.48469e-09,6.97281e-10
3,4,1,1.34188e-09,-6.96542e-10
3,5,1,1.15835e-09,6.95095e-10
3,6,1,9.39553e-10,-6.94757e-10
3,7,1,6.92296e-10,6.93575e-10
3,8,1,4.23952e-10,-6.93765e-10
3,9,1,1.42758e-10,6.92916e-10
3,10,1,-1.42789e-10,-6.93553e-10
3,11,1,-4.24006e-10,6.93118e-10
3,12,1,-6.92322e-10,-6.94133e-10
3,13,1,-9.39649e-10,6.94189e-10
3,14,1,-1.1584e-09,-6.95482e-10
3,15,1,-1.34202e-09,6.9605e-10
3,16,1,-1.48487e-09,-6.97665e-10
3,17,1,-1.5831e-09,6.99213e-10
3,18,1,-1.63538e-09,-7.02791e-10
3,19,1,-0.0216312,0
4,0,1,0,0
4,1,1,-1.63341e-09,6.34627e-10
4,2,1,-1.58046e-09,-6.31782e-10
4,3,1,-1.48238e-09,6.30232e-10
4,4,1,-1.33956e-09,-6.29163e-10
4,5,1,-1.15639e-09,6.28305e-10
4,6,1,-9.37956e-10,-6.27685e-10
4,7,1,-6.91124e-10,6.27096e-10
4,8,1,-4.23235e-10,-6.26805e-10
4,9,1,-1.4252e-10,6.26558e-10
4,10,1,1.42541e-10,-6.26632e-10
4,11,1,4.2328e-10,6.26749e-10
4,12,1,6.91133e-10,-6.27179e-10
4,13,1,9.38041e-10,6.27672e-10
4,14,1,1.15639e-09,-6.28478e-10
4,15,1,1.33967e-09,6.29406e-10
4,16,1,1.48215e-09,-6.30527e-10
4,17,1,1.57915e-09,6.31256e-10
4,18,1,1.62494e-09,-6.32988e-10
4,19,1,-0.0216312,0
5,0,1,0,0
5,1,1,1.62155e-09,5.46109e-10
5,2,1,1.57665e-09,-5.44722e-10
5,3,1,1.48003e-09,5.44105e-10
5,4,1,1.33767e-09,-5.43216e-10
5,5,1,1.15473e-09,5.42401e-10
5,6,1,9.36668e-10,-5.41793e-10
5,7,1,6.90141e-10,5.41331e-10
5,8,1,4.22651e-10,-5.4105e-10
5,9,1,1.42315e-10,5.40891e-10
5,10,1,-1.42346e-10,-5.40913e-10
5,11,1,-4.22684e-10,5.41064e-10
5,12,1,-6.9018e-10,-5.41397e-10
5,13,1,-9.36714e-10,5.41862e-10
5,14,1,-1.15477e-09,-5.42486e-10
5,15,1,-1.33776e-09,5.43215e-10
5,16,1,-1.48022e-09,-5.44188e-10
5,17,1,-1.57805e-09,5.45476e-10
5,18,1,-1.63147e-09,-5.47993e-10
5,19,1,-0.0216312,0
6,0,1,0,0
6,1,1,-1.63031e-09,4.44297e-10
6,2,1,-1.5763e-09,-4.42295e-10
